user_id,recipe_id,date,rating,review
2002372706,63786,2018-12-20,5,Finally I found a no nonsense fajita recipe
2001402443,271337,2018-12-19,3,"These took quite a long time to make and though they did turn out quite impressive looking, I found the batter kind of bland. The center, for which I used crushed Dum-Dum lollipops, was really tasty so I ended up making some into thumbprints with the lollipops spread out more. But for the amount of work I won't be making these again and that's rare for me to say as I have no problem spending time baking!"
2002371627,153647,2018-12-19,0,"Best thing about this recipe? I didn't have to scroll past a rambling stream of consciousness blog about how you were strolling past a stream whilst on a long romantic walk with your husband, spotted fish swimming, gathered wild cilantro on the way home, oh, and you're in Mexico so you bought fresh homemade corn tortillas at the market, and oh, so, yummy..... Anyways, made this tonight. Only substitution was using mayonnaise instead of eggs as binder for coating to tilapia. It was really good. Thanks for Just. Posting. A. Recipe. end rant."
2002371755,393600,2018-12-19,5,"Healthiest and tastiest by far. I do a few tweaks according to my likes. I use orange juice rather than water or apple juice, extra virgin olive oil, 1 tbsp cinnamon, 1 tbsp vanilla and whole wheat flour. Works for me. Occasionally I top it with brown sugar. Pat it in with your hand as it soaks in nicely and makes a great crust."
2002328086,28148,2018-12-19,4,"These were good but I tweaked them to give them more flavor. I added some beans, more onion and peppers to the mix. I did use the olive oil instead of the butter. I would make again in the future."
2002024198,11763,2018-12-19,5,This a lovely simple and light lemon loaf recipe. My suggestion is to bake it in a loaf pan for best results. For my last bake I used 1 tsp of real lemon crystals from Amazon and pretty much followed the recipe as is. I did add a tsp of fake vanilla. I did not have any lemons. It is very tender and moist. I will try and make cupcakes with it the next time. I bet it would be good to make homemade Twinkies as well. I used 3% whole filtered milk.
2002371843,516662,2018-12-19,5,This cake is incredible tasting and easy to make. Frosted with 7 minute icing. Perfect for those who are gluten intolerant. Will definitely make again.
2000498330,314535,2018-12-19,5,"Delicious, brightly colored. A fun and tasty rice dish. Love"
2002178501,51803,2018-12-19,5,"Omg this was the bomb!!! Only thing i did different was soak the beans over night, rinse and tossed it in the crockpot with all other ingredients for 8 hours on low, for easy cleanup don't forget your Crock-Pot bag :)"
2002367969,149257,2018-12-19,5,"Made a double batch of this recipe. My granddaughter who is 11 and I had the most fun decorating the two houses! popcorn for chimney smoke, rock candies for walkway, ice cream cones for trees, marshmallows for snowman and chimney. Used broken pieces of jolly ranchers as the 'stained glass' for the window cutouts, pulling the cookies out of the oven 2 minutes before they were done and adding the candy pieces and cooking for 2-3 mins more until the candies were melted, then cooled the cookies. Put tea lights inside the houses so they light up and the stained glass looks awesome!"
2002372464,491512,2018-12-19,4,"Great cookies but yield is way off. I actually measured 1/2” for each slice off my measured 2” diameter logs and I ended with 28 and that was pushing it. I needed 40 cookies so I’m a little disappointed that after making my dough the day before to be prepared, I have to now go back and make the recipe again the night before my cookie swap."
2002371445,2886,2018-12-19,5,"I've been using this recipe for 2 years and its the only one i will use now(i have tried several in the past, this one is my favorite). Today i have one in the oven and i made it chock full with nuts, cranberries, chocolate chips, coconut flakes and raisens!"
2002371712,144174,2018-12-19,5,"Was really yummy, everyone loved it. I altered it a little bit by crumbling up 3 meat lover vegan beef patties from Morning Star, adding corn and omitted the fried onions and mushrooms. But it still tasted great! I also added Italian flavor seasoning and paprika along with salt and pepper."
2002371716,203755,2018-12-19,0,The chocolate lace cookie is not truly a lace cookie and would perhaps better be named Chocolate-Chocolate Chip or Double Chocolate Chip. They bear a certain after-taste and are not appealing to the eye. On the plus side they cool faster and are less breakable than a lace cookie. I make almond lace cookies all the time. They truly resemble lace and vanish from sight in no time.
2001355121,232811,2018-12-19,3,It was too acidic. I think 1tbsp vinegar would have been more than enough. 1/4 cup vinegar was too much... It's not a bad soup.... It's very simple. It's a slight upgrade from chicken broth.
2002296817,307469,2018-12-19,0,I'm telling you right now - do not toast the bun! Wrap it in a damp paper towel and microwave for 30 seconds. Perfect! Does anyone remember when they changed the Filet-o-Fish recipe and toasted the bun and added lettuce? Probably not because it was dreadful and didn't last long. Steam the bun. Please.
2002371569,263590,2018-12-19,4,I made this with a graham cracker crust and it was D-lish!!
2002371792,431399,2018-12-19,4,"These cookies taste wonderful, but 14 minutes was too long to bake. I cut the time back to 10 minutes. They came out crispy around the edges and soft and chewy in the center. The only problem was they came out completely flat. Has anyone else experienced this? If so, what was the remedy?"
2002266656,64356,2018-12-18,5,I’ve been using this recipe for years and finally decided to write my review. My husband is a huge fan :) I didn’t alter the recipe at all and it is just like the restaurant. Thank you
2000123325,80156,2018-12-18,5,I just made these. I did cool the dough a bit before rolling it out. Then once I cut out the shapes and put them on cookie trays I placed them in the freezer for an hour. Baked at 375 for 7 minutes. They came out so moist and perfect and tasted great. Thanks for the recipe.
2002075532,52834,2018-12-18,5,"Quick, easy, and full of flavor. I substituted the 3 tablespoons of sugar for 2 teaspoons of stevia. Perfect balance."
10988800,366948,2018-12-18,0,"Barbecue sauce with onions, potatoes and carrots?? Gross!!"
1290903,131607,2018-12-18,5,"This is a great recipe for a nice thin crispy crust. We made a pepperoni, hot Italian sausage, red onion and jalapeno 14&quot; pizza and took your suggestion about prebaking the dough with the pizza sauce. It really came out fantastic! I wouldn't change a thing with this recipe."
2002370573,80156,2018-12-18,1,"This recipe is garbage. I made it exactly and the dough was dried and crumbly to the point where it could not be rolled. I even added water per the other recommendations. Well, that was a waste of flour and ingredients."
2002370352,367963,2018-12-18,1,"This was terrible, I guess you have to already like octopus and squid. Worse stuff I ever had."
2001563476,431399,2018-12-18,5,I saw a few so so reviews but needed a small batch so I gave these a try.....I'm so glad I did.....these cookies are great and so easy to make.....I didn't change a thing......Thanks for this great recipe....love love them....
1800292505,509363,2018-12-18,5,I made this for a crockpot social at my work. This is an inexpensive recipe. I made a quadruple order. Growing up with this dish and making it in the recent years it was always good but too salty for me. This recipe by BrairCraft was very good and I did not feel salt logged after eating a couple of servings over toast. It will be going in my recipe box. Thank you
2000482483,80409,2018-12-18,4,"Great flavors; the orzo soaked up the lemon juice and olive oil, along with the &quot;shrimp juice&quot;. The feta added another pleasant-tasting element. I doubled the amount of orzo and the shrimp. I used a foil lasagna pan. It served 4 people well."
2002370822,297154,2018-12-18,5,Best cookies I have ever made! Absolutely delicious!! Super easy to make too :)
226867,363072,2018-12-18,5,"Leaping Lizards, Lori! These are wonderful! I only had blueberries and needed to use them up which turned out to be 1 1/4 c. Whenever I make wild rice, I always make extra and freeze it for occasions just like this one! (I live in an area where wild rice is fairly easy to get and it's not crazy expensive) Anyway, the batch made 12 very generous sized muffins plus a mini loaf! Thanks for posting! (P.S. Just realized I skipped the salt and also, I should mention that I used 1 % milk with lemon juice to &quot;sour&quot; it.)"
2950250,329804,2018-12-18,5,This is the BEST chocolate syrup ever!!. It really is better than the store-bought brands. I kept tasting and tasting it. Plan to see what the grandkids think Christmas morning with their pancakes and hot chocolate. Thanks.
2002370607,80156,2018-12-18,5,These cookies are delicious. The best gingerbread cookies I’ve ever had. I made the recipe without any tweaks. It is perfect just the way it is.
2002312797,27208,2018-12-18,5,"Very tasty, I did half the seasonings because we only had about a 2 -2.5 lb elk roast for my husband and I. Very tender and juicy, I always love the veggie flavors! I loved how the drippings were already made into a gravy. Great for Sunday dinners!"
2002371044,327922,2018-12-18,5,Yummers. The only thing I'd change is adding an extra tsp. of sugar to the batter. I also add blueberries and/or bananas in the batter.
926904,457971,2018-12-18,5,"How have I never reviewed this recipe, and why aren't there more 5 star reviews? I make these every year for Christmas for the past few years, and sometimes in between, too! They're just perfect - the balance of flavors is great, and I like chewy cookies, so I don't overbake them. Plus the convenience of being able to keep the logs of dough in the freezer and slice and bake as needed is wonderful. My first batch of these this year mostly went as give-aways to various projects, so my kids were begging me to make more. You should have seen how happy my son was yesterday when I told him on the way home from the bus stop that I had finally gotten them made!"
2002361322,39577,2018-12-18,5,I have tried this recipe several times now each with different variations and it never fails. I absolutely love it the last time I made it I used chicken sausage and shrimp and it was just as tasty as the original. I also used rigatoni pasta and again it was a delight. Thank you so much for sharing this recipe.
2000671813,304256,2018-12-18,5,I can't thank you enough for posting this. It had always been a favorite go to for so many recipes. I was very sad as many cooks were. One had to wonder why a company would make a decision to stop making it. I used it for my baked chicken recipe. It was a family favorite. After 15 years I prepared my chicken and wine baked chicken last night. I've searched before but never came up with your post. So happy I found it. I now have it in the&quot;Family Vault&quot;. Not sure who I'll leave it to in my will... ;)
2002218491,55679,2018-12-18,3,Followed the recipe exactly. It was sort of bland and not very flavorful. I added a sprinkle of salt which helped.
2002368192,274770,2018-12-18,5,No other sugar cookie for me ! Wonderful perfect delicious pillows I added 1 tsp baking powder since I was gana chill mine overnight .. And 1 tsp nutmeg
2002371341,491465,2018-12-18,5,"Love this recipe. I added Franks Buffalo Hot sauce to my ranch dressing marinade. Also added granulated garlic, smoked paprika, and a dash of salt &amp; ground pepper to my potatoes. Yum!"
2002367593,209317,2018-12-18,5,"I enjoy the sauce, but cannot figure how they settled on the hour cook time. In my experience, just braising until the internal temperature hits 135-140 (more like 15-20 minutes) and then wrapping the pork in foil to let the carryover finish the meat while the sauce reduces always results in perfectly tender, juicy chops."
2002289365,474245,2018-12-18,4,"Really impressed with the flavour - similar to those pillsbury cookie dough you find in the stores. Not dairy free myself, but my nieces are and made these for us to decorate. Came out great. However, I will say that the dough was SUPER crumbly and hard to roll out after leaving in the fridge. I am thinking it would be easier to roll directly after making as once it softened up a bit it was easier. Baked 375 for 10 minutes in my oven. Made approx 40 cookies (some small, some medium)."
2002371420,50245,2018-12-18,5,"Made this with a slight variation. Added the parmesan cheese to the flour. Dipped chicken in egg, then flour/cheese mixture. Very tender. After liquids cooked, I added chicken back to pan with liquid and simmered for 5 mins while waiting for pasta to cook."
2002370648,356948,2018-12-18,3,THe shortbread smells good... But when baking theres alot of cracks and while rolling the dough keeps on sticking on the rooling pin
2002370541,160174,2018-12-18,3,"I wish that you would had written in your instructions on how to incorporate the Kalua. I had melted 48 oz. chocolate chips and the product was perfect! Not knowing, I added the Kalua and it seized the chocolate. I ended up with plates of pretzels, marshmallows, fresh fruit and no fountain. Please, please add the instructions."
2001926746,125055,2018-12-18,5,I would split the recipe in half. They make a lot. I gave many of them to family and friends They were a hit! Many thought they tasted like 'shoo fly pie'. I will be making these again and again.
2002370424,228102,2018-12-18,5,"Great, easy recipe. Meat was very tender and shredded easily. Yummy flavor. Not too spicy...just right.. We sauted peppers and onion, made Spanish rice and served it as fajitas. Definitely a hit!"
2002371157,18157,2018-12-18,5,Thank you so much for this. I'm always searching for low sodium alternatives. Used this in a slow cooker chicken recipe and it turned out great. So easy - very happy to have this on hand.
2002370666,13598,2018-12-18,0,i love this recipes make it easy for everyone this is winner thanks for sharing. https://shahidmalik9678.blogspot.com/2018/11/Unique-kheer-dishes-2018.html
334014,3655,2018-12-17,5,"I am a soup lover, and this is one of my favorites. I got this exact recipe from a friend 30+ years ago, and it has remained one of our top 5, all-time faves. It is a little more work than most, since you have to make the meatballs. As a young mom, to save time, I once just threw all the meatball ingredients into the pot instead of making the meatballs, and it was still delicious (but I like it better with them). It's a keeper. Thanks for posting!"
2002369279,105889,2018-12-17,5,"Love the original from lambs. Here's how i tweak this recipe. I use all dark brown sugar, dark corn syrup and most importantly, lightly roast pecans before adding"
2002370179,502353,2018-12-17,5,"Fantastic bread. This is probably my favorite recipe so far. I did make two modifications however. Instead of 3 cups of all-purpose flour I used 1 cup each of rye, wheat, and bread flours. I also added one egg. It was fabulous!"
2002369480,14561,2018-12-17,0,I’ve been baking for 60 years. Made this for my grandsons birthday. Followed your directions to the letter. It was a disaster. When we cut into lt after it was refrigerated overnight it wasn’t close to done the inside had the consistency of pudding. Nowhere in the recipe do you tell how to determine if it’s done. Such a waste of time and money.
